timestamp,LinearAccelerometerSensor
1586346696529,0.45721656759060747
1586346696579,0.48215151172267634
1586346696640,0.35099214276189467
1586346696687,0.5498073977578071
1586346696747,0.4114948409418767
1586346696807,0.5544399730019604
1586346696867,0.38736474383829206
1586346696927,0.36434563199447245
1586346696993,0.48184461458246003
1586346697049,0.3760165304763135
1586346697124,0.3223583897101354
1586346697167,0.25576508218680977
1586346697227,0.3458194644667232
1586346697287,0.2779786941310645
1586346697352,0.5053161296348462
1586346697407,0.2641413994015904
1586346697473,0.5345340648176695
1586346697528,0.37539197383642253
1586346697590,0.6740993230432909
1586346697647,0.303371755213256
1586346697708,0.30573588737019763
1586346697768,0.3927790568825666
1586346697827,0.03888406231465597
1586346697887,0.17443472322306117
1586346697948,0.35167950696388667
1586346698012,0.29670795961419055
1586346698072,0.45860693813512377
1586346698129,0.2628351427908759
1586346698198,0.4378497564894707
1586346698247,0.39711643444618094
1586346698308,0.09614971632295698
1586346698368,0.4950082723090093
1586346698439,0.34571092672219345
1586346698496,0.5030988982638763
1586346698547,0.5029591968360314
1586346698607,0.49087626771639326
1586346698668,0.31166812323078597
1586346698741,0.22779364526166251
1586346698791,0.3817580746144611
1586346698850,0.9129064699755823
1586346698907,0.9371672993639237
1586346698968,0.5818851466784647
1586346699028,0.8786908373173407
1586346699105,1.4245321576608367
1586346699147,1.392742174070766
1586346699208,1.3452495812778924
1586346699268,0.9460745333067389
1586346699328,1.0683549117251376
1586346699387,1.1242630982283843
1586346699447,0.8615534481199862
1586346699507,2.0219340390955804
1586346699569,2.051899574172136
1586346699627,1.3979657192502224
1586346699689,3.1335735966165847
1586346699749,1.8017504022544093
1586346699812,1.4531590447488283
1586346699869,1.5291394071028908
1586346699940,1.369425614717382
1586346699991,0.530074389563311
1586346700047,1.2636265930835924
1586346700107,1.205309432967628
1586346700168,1.2871799478589487
1586346700227,1.3584836471017048
1586346700291,4.510217933887145
1586346700350,2.223531379781945
1586346700407,2.586485283217419
1586346700467,1.5897794893291877
1586346700527,1.607986443751873
1586346700589,1.5009601222312479
1586346700647,0.8058545066697539
1586346700707,1.065948555787525
1586346700767,3.2569082638145965
1586346700837,1.663608184548323
1586346700899,1.575686998248375
1586346700947,1.7608735283619157
1586346701023,1.363568819425051
1586346701067,0.8755754554013885
1586346701128,1.0340430842191066
1586346701187,0.6104021707534313
1586346701247,0.8843770637083743
1586346701307,1.1624732209269397
1586346701367,0.5969277223799352
1586346701442,1.465781356832665
1586346701492,1.5795743726299922
1586346701562,1.670849209121027
1586346701608,1.1685166620707848
1586346701672,1.0977973168569486
1586346701730,0.5932013335716501
1586346701788,0.525823620340241
1586346701847,0.5374355920748222
1586346701907,0.824136558158894
1586346701967,0.7436381167718428
1586346702027,1.1025808510577362
1586346702097,1.0899583216232038
1586346702148,0.6758984149949834
1586346702207,2.1691478924910332
1586346702267,2.2726449535373683
1586346702340,1.1650985101463898
1586346702392,1.2279741461514297
1586346702447,2.2023515358117742
1586346702507,1.8130694185486778
1586346702567,1.9628759886542315
1586346702627,1.4898608378254041
1586346702701,0.36973769729863315
1586346702747,1.5078358228391726
1586346702807,2.2680866417120717
1586346702867,2.0286713885426715
1586346702927,1.7419252069886795
1586346703007,6.656220771832835
1586346703048,1.5458716789623883
1586346703117,3.27489124146629
1586346703168,3.119811213479345
1586346703228,1.6620623966306376
1586346703288,7.019361694529839
1586346703347,1.0738491462878548
1586346703414,7.52270985983468
1586346703467,0.7582754706919675
1586346703527,3.094363065144532
1586346703594,4.762961121510392
1586346703647,2.323839685639266
1586346703724,4.325164112659823
1586346703767,6.303020649293473
1586346703827,4.663673371866645
1586346703887,4.679759233590442
1586346703959,4.18438832834299
1586346704009,3.227176340009421
1586346704067,4.33056880113426
1586346704145,2.4339235918061872
1586346704188,1.814985478450807
1586346704247,2.0938098955839366
1586346704316,1.7188442551170828
1586346704376,1.0434597731158408
1586346704433,1.3825660960175385
1586346704486,2.5519073010413034
1586346704548,3.025448940791261
1586346704609,3.2876698497220618
1586346704670,5.049599116059626
1586346704731,2.3235929271682947
1586346704792,2.329327471191652
1586346704846,2.49858969009582
1586346704914,1.3417106056521495
1586346704967,1.2686900007220554
1586346705027,1.3743784973738418
1586346705088,1.3558658600797444
1586346705151,0.6463104198404998
1586346705209,4.534329965842334
1586346705268,2.5371557030328047
1586346705327,1.0449720138927314
1586346705387,1.4685487812266935
1586346705449,1.1854447096115022
1586346705507,1.9475640438454804
1586346705568,1.6215513755429984
1586346705628,2.6725666422514878
1586346705687,1.8352422818301042
1586346705748,2.4265572846916044
1586346705809,1.6878436409772468
1586346705867,1.7971824051332566
1586346705927,0.8747824330276756
1586346705995,2.1717445828368156
1586346706047,2.2842741478237176
1586346706112,2.0036249688370003
1586346706167,0.9719147211034804
1586346706227,1.474038363419445
1586346706287,2.018687797036857
1586346706347,2.082325411801908
1586346706410,1.7660328891840977
1586346706470,1.054721803460518
1586346706528,0.5313892742923754
1586346706587,1.1206901967049867
1586346706647,2.6238259914492312
1586346706725,0.7879912403413736
1586346706768,0.6859751610638152
1586346706827,1.0922984163777991
1586346706887,0.35405973849183425
1586346706956,0.7733916066743436
1586346707015,1.3578891745670905
1586346707067,1.7265835583813707
1586346707128,1.6844834103490633
1586346707188,0.6836088124386873
1586346707262,0.7562147384493645
1586346707325,0.7629768350216959
1586346707369,0.7444237198087879
1586346707430,1.338269880238708
1586346707488,1.3035029899115123
1586346707547,1.034521174402668
1586346707608,2.3461064000762017
1586346707667,1.483032824404473
1586346707735,2.303066291216091
1586346707786,1.3163663592081682
1586346707849,1.6660914700093714
1586346707908,1.766405051432173
1586346707968,1.1361688286520726
1586346708028,1.119269345322311
1586346708088,0.8643459469097609
1586346708154,1.1008212794977854
1586346708210,2.637821944416096
1586346708267,1.1425982612074475
1586346708329,0.7507026877368738
1586346708387,1.4357550437661966
1586346708448,3.5855888247048955
1586346708524,2.89051826898608
1586346708569,1.5583991596102162
1586346708628,3.1643146178971517
1586346708690,2.4549472139669843
1586346708747,2.3662986975251927
1586346708809,1.5777054030574498
1586346708874,1.2419355604805382
1586346708935,0.6532137431766897
1586346708987,3.8938991756856356
1586346709048,1.9510239553657487
1586346709109,1.4604595850988247
1586346709167,4.105299636740524
1586346709229,4.992975450396948
1586346709287,4.371197383085057
1586346709348,3.356892648898023
1586346709416,2.409706308664721
1586346709467,4.897968859971148
1586346709528,3.6047145596114007
1586346709587,2.010436010185304
1586346709652,2.2425381588958535
1586346709707,1.9254183475652424
1586346709768,2.973643395917127
1586346709827,2.825585083589895
1586346709887,2.2010290036888076
1586346709948,1.7238635203247799
1586346710014,1.1231877246933093
1586346710067,4.107271185345061
1586346710127,6.463446317999714
1586346710188,3.884686085158569
1586346710250,1.2817785056932285
1586346710309,2.173807725013781
1586346710367,2.10917187878364
1586346710427,2.019419447499143
1586346710492,1.5445147917222273
1586346710552,1.2481970659366664
1586346710607,2.549519669415941
1586346710668,1.733125184778258
1586346710728,4.79247606600823
1586346710787,3.8382560109543817
1586346710849,1.5820503893035942
1586346710913,2.2635970938494534
1586346710968,1.9919433444135692
1586346711039,3.5356969599003443
1586346711087,1.5227606419047544
