timestamp,LinearAccelerometerSensor
1586346711147,1.641506430588628
1586346711207,3.6787308990366303
1586346711268,2.547243618179071
1586346711327,2.4014537620374066
1586346711387,1.071434268482139
1586346711447,0.6164257322068257
1586346711508,0.5710534547296301
1586346711567,2.156313466782789
1586346711630,1.374058357668045
1586346711687,1.3661356776397262
1586346711761,0.4949684295797765
1586346711812,0.6770531476456915
1586346711867,0.6495194657912902
1586346711934,0.6111955102765616
1586346711987,1.3292713379179515
1586346712047,1.5783790912594786
1586346712107,1.9604725077422742
1586346712167,1.872999904707923
1586346712242,4.337854130165034
1586346712288,0.7893159289393175
1586346712352,2.964475425388022
1586346712411,3.576341876036802
1586346712481,1.3068797259106195
1586346712528,0.9490523643819121
1586346712587,1.4750028577873864
1586346712648,0.7204706907856335
1586346712710,0.7081101757898476
1586346712767,0.8620684981755931
1586346712829,1.0060152099779154
1586346712888,1.8303504505101582
1586346712948,4.19198391107573
1586346713007,3.121936822685768
1586346713068,2.5555628405573114
1586346713135,0.2920065528627522
1586346713188,2.552319003272144
1586346713247,3.1608285459935925
1586346713308,2.996774210741613
1586346713368,2.6416856791136007
1586346713432,0.8417318721730561
1586346713487,1.4204441458581487
1586346713553,5.8934931160050095
1586346713606,3.7549786896488238
1586346713679,2.244318995678648
1586346713735,2.536545759152621
1586346713787,0.8051415801086014
1586346713849,1.0656237963001243
1586346713907,2.644097567317743
1586346713967,3.532291090093483
1586346714028,1.8000058306493631
1586346714088,1.5145867321006004
1586346714148,3.01802465597892
1586346714208,4.91491245506143
1586346714267,6.317867603060758
1586346714329,2.05867319840464
1586346714388,3.8797058326266547
1586346714454,2.8636141345439783
1586346714508,4.862473655962739
1586346714573,3.697169927858857
1586346714642,3.1558943444226992
1586346714696,1.558107534495066
1586346714752,4.2223779973077304
1586346714808,1.1670687470800818
1586346714867,5.0214986188902415
1586346714948,1.1920085447696391
1586346714988,4.871003493487696
1586346715048,4.11854834750336
1586346715108,2.0692144973067093
1586346715167,3.6649443453821418
1586346715239,4.051273032843566
1586346715287,2.7688246499497198
1586346715349,3.5352841180258787
1586346715408,2.2954115584612023
1586346715473,0.9732305217903472
1586346715532,0.46100137558936644
1586346715590,1.5949464682561554
1586346715647,0.9760255176479794
1586346715707,0.8444556005651429
1586346715767,0.826394269874072
1586346715842,1.0821391027799998
1586346715887,0.8995247937358888
1586346715948,0.7140530241289509
1586346716009,1.291214458718704
1586346716068,0.7649886542457511
1586346716127,0.27692104417434876
1586346716187,0.4376071900800023
1586346716261,0.5078236505311242
1586346716308,1.2763243641050428
1586346716367,0.6851755424401882
1586346716430,1.4716347305933957
1586346716487,0.966146662764009
1586346716548,1.0329271030757954
1586346716608,0.8261469122540077
1586346716669,0.5995978438172562
1586346716727,0.2646331219622781
1586346716788,0.37755998374884775
1586346716857,0.18759229494503127
1586346716907,0.1928849806796021
1586346716967,0.28519988052812406
1586346717046,0.2338648170617394
1586346717087,0.08346188552758654
1586346717152,0.2351378899437458
1586346717212,0.1975178475253014
1586346717268,0.3554339549043967
1586346717338,0.19859703139288618
1586346717396,0.376085300326865
1586346717448,0.13939768279464115
1586346717508,0.07767920561108384
1586346717567,0.1612696673353521
1586346717627,0.381966044316122
1586346717688,0.49880005974857183
1586346717754,0.3810959887937355
1586346717814,0.5504179222858824
1586346717874,0.6021544033946548
1586346717931,0.6663741324266501
1586346717987,0.25612051937359964
1586346718049,0.5023357550902907
1586346718114,0.37104090264120515
1586346718172,0.3313453658497263
1586346718232,0.30007077812689653
1586346718287,0.12373761410091838
1586346718351,0.2434069863980568
1586346718407,0.6806475994467095
1586346718468,0.40495953640309523
1586346718534,0.6846557868566979
1586346718588,0.5419525131963406
1586346718654,0.5071732826144038
1586346718708,0.3381797788109051
1586346718768,0.37773864806794877
1586346718832,0.7012067270782073
1586346718888,0.2394889338043202
1586346718947,0.8317633542317984
1586346719007,0.3990124686475157
1586346719067,0.4612941170608611
1586346719129,0.30174080019898303
1586346719187,0.22822250411910414
1586346719249,0.29261045799313656
1586346719307,0.5556471944437603
1586346719367,0.46937446324994603
1586346719428,0.10603976645278511
1586346719487,0.2909335206207297
1586346719548,0.24195775548330442
